,index,School,School_Total,graduation_rate,Grade,Grade_Total,male_pct,female_pct,asian_pct,black_pct,hispanic_pct,white_pct,multi_pct,native_pct,learning_english_pct,disability_pct,poverty_pct,homeless_pct,School_exp,Classroom_Salary,Other_Inst_Salary,Inst_Benefits,Prof_Dev,Admin_Salary,Admin_Benefits,Other_Salaries,Other_Benefits,Other_Exp,S_T_Ratio,lt_4,four_twenty,plus_21
179,182,BRONX ARENA HIGH SCHOOL,94,0.22375690607734808,11,32,0.375,0.625,0.0,0.34375,0.53125,0.03125,0.0,0.09375,0.0,0.0,0.96875,0.0,35915.86,12487.9,2601.62,7560.64,0.0,2756.54,1381.17,409.93,205.4,792.9,8,38,56,6
180,183,BRONX ARENA HIGH SCHOOL,94,0.22375690607734808,12,26,0.6153846153846154,0.38461538461538464,0.0,0.23076923076923078,0.7307692307692307,0.038461538461538464,0.0,0.0,0.0,0.19230769230769232,0.8461538461538461,0.0,35915.86,12487.9,2601.62,7560.64,0.0,2756.54,1381.17,409.93,205.4,792.9,8,38,56,6
181,184,BRONX BRIDGES HIGH SCHOOL,319,0.875268817204301,9,69,0.5797101449275363,0.42028985507246375,0.08695652173913043,0.10144927536231885,0.782608695652174,0.014492753623188406,0.014492753623188406,0.0,0.6956521739130435,0.21739130434782608,0.8695652173913043,0.2028985507246377,27602.65,6978.93,2062.07,4530.02,85.2,1455.98,729.52,1260.08,631.37,2149.74,12,80,17,3
182,185,BRONX BRIDGES HIGH SCHOOL,319,0.875268817204301,10,88,0.5568181818181818,0.4431818181818182,0.11363636363636363,0.11363636363636363,0.7272727272727273,0.03409090909090909,0.011363636363636364,0.0,0.7613636363636364,0.2159090909090909,0.9431818181818182,0.18181818181818182,27602.65,6978.93,2062.07,4530.02,85.2,1455.98,729.52,1260.08,631.37,2149.74,12,80,17,3
183,186,BRONX BRIDGES HIGH SCHOOL,319,0.875268817204301,11,75,0.49333333333333335,0.5066666666666667,0.06666666666666667,0.12,0.7866666666666666,0.02666666666666667,0.0,0.0,0.8666666666666667,0.10666666666666667,0.84,0.22666666666666666,27602.65,6978.93,2062.07,4530.02,85.2,1455.98,729.52,1260.08,631.37,2149.74,12,80,17,3
184,187,BRONX BRIDGES HIGH SCHOOL,319,0.875268817204301,12,87,0.5402298850574713,0.45977011494252873,0.1839080459770115,0.04597701149425287,0.7011494252873564,0.04597701149425287,0.0,0.022988505747126436,0.8390804597701149,0.0,0.9425287356321839,0.14942528735632185,27602.65,6978.93,2062.07,4530.02,85.2,1455.98,729.52,1260.08,631.37,2149.74,12,80,17,3
185,188,BRONX CAREER AND COLLEGE PREP HS,252,0.5904109589041096,9,55,0.5272727272727272,0.4727272727272727,0.05454545454545454,0.38181818181818183,0.5636363636363636,0.0,0.0,0.0,0.2,0.23636363636363636,0.9818181818181818,0.09090909090909091,30872.31,7937.64,2712.82,5336.45,0.0,1236.05,619.33,1644.01,823.74,2842.51,8,47,50,3
186,189,BRONX CAREER AND COLLEGE PREP HS,252,0.5904109589041096,10,62,0.5967741935483871,0.4032258064516129,0.0,0.4032258064516129,0.5645161290322581,0.016129032258064516,0.0,0.016129032258064516,0.16129032258064516,0.24193548387096775,0.9032258064516129,0.25806451612903225,30872.31,7937.64,2712.82,5336.45,0.0,1236.05,619.33,1644.01,823.74,2842.51,8,47,50,3
187,190,BRONX CAREER AND COLLEGE PREP HS,252,0.5904109589041096,11,72,0.4305555555555556,0.5694444444444444,0.013888888888888888,0.2222222222222222,0.6805555555555556,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.18055555555555555,0.2361111111111111,0.9166666666666666,0.125,30872.31,7937.64,2712.82,5336.45,0.0,1236.05,619.33,1644.01,823.74,2842.51,8,47,50,3
188,191,BRONX CAREER AND COLLEGE PREP HS,252,0.5904109589041096,12,63,0.5714285714285714,0.42857142857142855,0.015873015873015872,0.31746031746031744,0.6349206349206349,0.0,0.015873015873015872,0.015873015873015872,0.2222222222222222,0.25396825396825395,0.8888888888888888,0.14285714285714285,30872.31,7937.64,2712.82,5336.45,0.0,1236.05,619.33,1644.01,823.74,2842.51,8,47,50,3
189,192,BRONX CENTER FOR SCI & MATH,396,0.916445623342175,9,88,0.5340909090909091,0.4659090909090909,0.011363636363636364,0.23863636363636365,0.6931818181818182,0.045454545454545456,0.011363636363636364,0.0,0.11363636363636363,0.22727272727272727,0.9659090909090909,0.07954545454545454,23461.23,6427.61,1266.76,3855.28,52.23,1496.95,750.05,850.4,426.1,616.09,14,29,68,3
190,193,BRONX CENTER FOR SCI & MATH,396,0.916445623342175,10,109,0.5229357798165137,0.47706422018348627,0.08256880733944955,0.29357798165137616,0.5596330275229358,0.045871559633027525,0.009174311926605505,0.009174311926605505,0.09174311926605505,0.23853211009174313,0.8990825688073395,0.05504587155963303,23461.23,6427.61,1266.76,3855.28,52.23,1496.95,750.05,850.4,426.1,616.09,14,29,68,3
191,194,BRONX CENTER FOR SCI & MATH,396,0.916445623342175,11,114,0.5877192982456141,0.41228070175438597,0.07894736842105263,0.2982456140350877,0.5877192982456141,0.0,0.008771929824561403,0.02631578947368421,0.09649122807017543,0.2543859649122807,0.8596491228070176,0.0,23461.23,6427.61,1266.76,3855.28,52.23,1496.95,750.05,850.4,426.1,616.09,14,29,68,3
192,195,BRONX CENTER FOR SCI & MATH,396,0.916445623342175,12,85,0.47058823529411764,0.5294117647058824,0.058823529411764705,0.2235294117647059,0.6470588235294118,0.011764705882352941,0.03529411764705882,0.023529411764705882,0.0,0.21176470588235294,0.8941176470588236,0.0,23461.23,6427.61,1266.76,3855.28,52.23,1496.95,750.05,850.4,426.1,616.09,14,29,68,3
193,196,BRONX COLLABORATIVE HIGH SCHOOL,474,0.8329156223893066,9,116,0.5862068965517241,0.41379310344827586,0.04310344827586207,0.10344827586206896,0.8103448275862069,0.034482758620689655,0.0,0.008620689655172414,0.19827586206896552,0.35344827586206895,0.9310344827586207,0.11206896551724138,25115.4,7311.67,1754.45,4542.61,106.82,870.88,436.36,844.15,422.96,1105.73,11,40,58,2
194,197,BRONX COLLABORATIVE HIGH SCHOOL,474,0.8329156223893066,10,92,0.5652173913043478,0.43478260869565216,0.021739130434782608,0.2391304347826087,0.6956521739130435,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.2608695652173913,0.3695652173913043,0.9347826086956522,0.14130434782608695,25115.4,7311.67,1754.45,4542.61,106.82,870.88,436.36,844.15,422.96,1105.73,11,40,58,2
195,198,BRONX COLLABORATIVE HIGH SCHOOL,474,0.8329156223893066,11,124,0.45161290322580644,0.5483870967741935,0.04032258064516129,0.2903225806451613,0.6209677419354839,0.03225806451612903,0.008064516129032258,0.008064516129032258,0.18548387096774194,0.24193548387096775,0.8629032258064516,0.14516129032258066,25115.4,7311.67,1754.45,4542.61,106.82,870.88,436.36,844.15,422.96,1105.73,11,40,58,2
196,199,BRONX COLLABORATIVE HIGH SCHOOL,474,0.8329156223893066,12,142,0.5352112676056338,0.4647887323943662,0.056338028169014086,0.2746478873239437,0.6408450704225352,0.014084507042253521,0.0,0.014084507042253521,0.16901408450704225,0.22535211267605634,0.8028169014084507,0.13380281690140844,25115.4,7311.67,1754.45,4542.61,106.82,870.88,436.36,844.15,422.96,1105.73,11,40,58,2
197,200,BRONX COLLEGIATE ACADEMY,400,0.8673218673218673,9,114,0.5263157894736842,0.47368421052631576,0.03508771929824561,0.2631578947368421,0.6929824561403509,0.008771929824561403,0.0,0.0,0.18421052631578946,0.14035087719298245,0.9298245614035088,0.18421052631578946,27048.74,6416.39,2268.18,4351.43,0.0,1332.06,667.43,1182.92,592.7,2517.86,10,39,55,5
198,201,BRONX COLLEGIATE ACADEMY,400,0.8673218673218673,10,112,0.44642857142857145,0.5535714285714286,0.017857142857142856,0.3392857142857143,0.5982142857142857,0.017857142857142856,0.017857142857142856,0.008928571428571428,0.14285714285714285,0.2857142857142857,0.8660714285714286,0.05357142857142857,27048.74,6416.39,2268.18,4351.43,0.0,1332.06,667.43,1182.92,592.7,2517.86,10,39,55,5
199,202,BRONX COLLEGIATE ACADEMY,400,0.8673218673218673,11,89,0.4044943820224719,0.5955056179775281,0.0,0.2696629213483146,0.7191011235955056,0.0,0.011235955056179775,0.0,0.15730337078651685,0.23595505617977527,0.8764044943820225,0.15730337078651685,27048.74,6416.39,2268.18,4351.43,0.0,1332.06,667.43,1182.92,592.7,2517.86,10,39,55,5
200,203,BRONX COLLEGIATE ACADEMY,400,0.8673218673218673,12,85,0.5294117647058824,0.47058823529411764,0.047058823529411764,0.29411764705882354,0.6470588235294118,0.0,0.0,0.011764705882352941,0.21176470588235294,0.21176470588235294,0.8588235294117647,0.1411764705882353,27048.74,6416.39,2268.18,4351.43,0.0,1332.06,667.43,1182.92,592.7,2517.86,10,39,55,5
201,204,BRONX COMMUNITY HIGH SCHOOL,80,0.3284313725490196,9,6,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41589.29,15176.01,1916.24,8564.13,0.0,3385.43,1696.28,1546.53,774.9,810.0,7,0,79,21
202,205,BRONX COMMUNITY HIGH SCHOOL,80,0.3284313725490196,10,12,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.8333333333333334,0.0,41589.29,15176.01,1916.24,8564.13,0.0,3385.43,1696.28,1546.53,774.9,810.0,7,0,79,21
203,206,BRONX COMMUNITY HIGH SCHOOL,80,0.3284313725490196,11,28,0.4642857142857143,0.5357142857142857,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.0,0.0,0.0,0.0,0.25,0.9285714285714286,0.0,41589.29,15176.01,1916.24,8564.13,0.0,3385.43,1696.28,1546.53,774.9,810.0,7,0,79,21
204,207,BRONX COMMUNITY HIGH SCHOOL,80,0.3284313725490196,12,34,0.7058823529411765,0.29411764705882354,0.029411764705882353,0.4411764705882353,0.5294117647058824,0.0,0.0,0.0,0.0,0.4117647058823529,0.8529411764705882,0.0,41589.29,15176.01,1916.24,8564.13,0.0,3385.43,1696.28,1546.53,774.9,810.0,7,0,79,21
205,208,BRONX COMPASS HIGH SCHOOL,373,0.7460063897763578,9,120,0.575,0.425,0.06666666666666667,0.3,0.6083333333333333,0.016666666666666666,0.0,0.008333333333333333,0.1,0.275,0.95,0.11666666666666667,27429.73,7196.88,2134.66,4675.6,55.56,1577.91,790.62,1073.56,537.91,1667.28,13,39,52,10
206,209,BRONX COMPASS HIGH SCHOOL,373,0.7460063897763578,10,96,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.5520833333333334,0.03125,0.0,0.0,0.125,0.28125,0.9166666666666666,0.10416666666666667,27429.73,7196.88,2134.66,4675.6,55.56,1577.91,790.62,1073.56,537.91,1667.28,13,39,52,10
207,210,BRONX COMPASS HIGH SCHOOL,373,0.7460063897763578,11,76,0.5921052631578947,0.40789473684210525,0.09210526315789473,0.25,0.5921052631578947,0.039473684210526314,0.0,0.02631578947368421,0.14473684210526316,0.3026315789473684,0.9078947368421053,0.07894736842105263,27429.73,7196.88,2134.66,4675.6,55.56,1577.91,790.62,1073.56,537.91,1667.28,13,39,52,10
208,211,BRONX COMPASS HIGH SCHOOL,373,0.7460063897763578,12,81,0.6666666666666666,0.3333333333333333,0.06172839506172839,0.24691358024691357,0.6049382716049383,0.07407407407407407,0.0,0.012345679012345678,0.16049382716049382,0.2222222222222222,0.8888888888888888,0.12345679012345678,27429.73,7196.88,2134.66,4675.6,55.56,1577.91,790.62,1073.56,537.91,1667.28,13,39,52,10
209,212,BRONX DESIGN-CONSTRUCTION ACADEMY,260,0.7800829875518672,9,79,0.810126582278481,0.189873417721519,0.02531645569620253,0.31645569620253167,0.6582278481012658,0.0,0.0,0.0,0.1518987341772152,0.46835443037974683,0.9620253164556962,0.16455696202531644,34133.16,11273.02,2214.23,6757.83,0.0,1491.64,747.39,1852.93,928.41,1147.95,8,49,39,12
210,213,BRONX DESIGN-CONSTRUCTION ACADEMY,260,0.7800829875518672,10,68,0.75,0.25,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.19117647058823528,0.35294117647058826,0.8970588235294118,0.16176470588235295,34133.16,11273.02,2214.23,6757.83,0.0,1491.64,747.39,1852.93,928.41,1147.95,8,49,39,12
211,214,BRONX DESIGN-CONSTRUCTION ACADEMY,260,0.7800829875518672,11,60,0.8833333333333333,0.11666666666666667,0.0,0.31666666666666665,0.65,0.0,0.016666666666666666,0.016666666666666666,0.11666666666666667,0.5,0.8833333333333333,0.0,34133.16,11273.02,2214.23,6757.83,0.0,1491.64,747.39,1852.93,928.41,1147.95,8,49,39,12
212,215,BRONX DESIGN-CONSTRUCTION ACADEMY,260,0.7800829875518672,12,53,0.8679245283018868,0.1320754716981132,0.0,0.24528301886792453,0.7169811320754716,0.018867924528301886,0.0,0.018867924528301886,0.0,0.32075471698113206,0.9056603773584906,0.0,34133.16,11273.02,2214.23,6757.83,0.0,1491.64,747.39,1852.93,928.41,1147.95,8,49,39,12
213,216,BRONX EARLY COL ACAD-TEACH/LEARN,326,0.9728434504792333,9,81,0.48148148148148145,0.5185185185185185,0.012345679012345678,0.2345679012345679,0.7283950617283951,0.0,0.024691358024691357,0.0,0.0,0.2222222222222222,0.9629629629629629,0.16049382716049382,22638.68,5629.36,1066.86,3355.16,41.09,828.77,415.26,415.99,208.43,2958.0,15,51,49,0
214,217,BRONX EARLY COL ACAD-TEACH/LEARN,326,0.9728434504792333,10,85,0.5294117647058824,0.47058823529411764,0.047058823529411764,0.24705882352941178,0.6823529411764706,0.011764705882352941,0.011764705882352941,0.0,0.17647058823529413,0.24705882352941178,0.8588235294117647,0.08235294117647059,22638.68,5629.36,1066.86,3355.16,41.09,828.77,415.26,415.99,208.43,2958.0,15,51,49,0
215,218,BRONX EARLY COL ACAD-TEACH/LEARN,326,0.9728434504792333,11,86,0.5465116279069767,0.45348837209302323,0.0,0.22093023255813954,0.7790697674418605,0.0,0.0,0.0,0.0,0.20930232558139536,0.8953488372093024,0.12790697674418605,22638.68,5629.36,1066.86,3355.16,41.09,828.77,415.26,415.99,208.43,2958.0,15,51,49,0
216,219,BRONX EARLY COL ACAD-TEACH/LEARN,326,0.9728434504792333,12,74,0.527027027027027,0.47297297297297297,0.02702702702702703,0.25675675675675674,0.7162162162162162,0.0,0.0,0.0,0.0,0.17567567567567569,0.8783783783783784,0.0945945945945946,22638.68,5629.36,1066.86,3355.16,41.09,828.77,415.26,415.99,208.43,2958.0,15,51,49,0
217,221,BRONX ENG & TECH ACADEMY,367,0.833112582781457,10,83,0.891566265060241,0.10843373493975904,0.03614457831325301,0.2891566265060241,0.6385542168674698,0.03614457831325301,0.0,0.0,0.12048192771084337,0.3373493975903614,0.8554216867469879,0.060240963855421686,25783.11,8116.65,1157.75,4646.97,15.05,918.44,460.19,1037.82,520.0,1190.48,12,23,69,9
218,222,BRONX ENG & TECH ACADEMY,367,0.833112582781457,11,95,0.8947368421052632,0.10526315789473684,0.05263157894736842,0.25263157894736843,0.631578947368421,0.042105263157894736,0.0,0.021052631578947368,0.08421052631578947,0.29473684210526313,0.8736842105263158,0.06315789473684211,25783.11,8116.65,1157.75,4646.97,15.05,918.44,460.19,1037.82,520.0,1190.48,12,23,69,9
219,223,BRONX ENG & TECH ACADEMY,367,0.833112582781457,12,88,0.8181818181818182,0.18181818181818182,0.07954545454545454,0.3409090909090909,0.5340909090909091,0.045454545454545456,0.0,0.0,0.13636363636363635,0.2159090909090909,0.8863636363636364,0.07954545454545454,25783.11,8116.65,1157.75,4646.97,15.05,918.44,460.19,1037.82,520.0,1190.48,12,23,69,9
220,224,BRONX ENVISION ACADEMY,335,0.6953551912568307,9,99,0.5757575757575758,0.42424242424242425,0.0,0.26262626262626265,0.6868686868686869,0.020202020202020204,0.010101010101010102,0.020202020202020204,0.24242424242424243,0.29292929292929293,0.9494949494949495,0.2727272727272727,27040.5,8317.58,1681.16,5009.89,5.33,1197.87,600.2,806.42,404.06,1298.24,11,37,61,3
221,225,BRONX ENVISION ACADEMY,335,0.6953551912568307,10,101,0.48514851485148514,0.5148514851485149,0.0297029702970297,0.39603960396039606,0.5643564356435643,0.0,0.009900990099009901,0.0,0.19801980198019803,0.2871287128712871,0.8910891089108911,0.13861386138613863,27040.5,8317.58,1681.16,5009.89,5.33,1197.87,600.2,806.42,404.06,1298.24,11,37,61,3
222,226,BRONX ENVISION ACADEMY,335,0.6953551912568307,11,71,0.4788732394366197,0.5211267605633803,0.0,0.2535211267605634,0.7183098591549296,0.014084507042253521,0.0,0.014084507042253521,0.2535211267605634,0.23943661971830985,0.8450704225352113,0.23943661971830985,27040.5,8317.58,1681.16,5009.89,5.33,1197.87,600.2,806.42,404.06,1298.24,11,37,61,3
223,227,BRONX ENVISION ACADEMY,335,0.6953551912568307,12,64,0.453125,0.546875,0.015625,0.359375,0.578125,0.015625,0.0,0.03125,0.140625,0.328125,0.875,0.1875,27040.5,8317.58,1681.16,5009.89,5.33,1197.87,600.2,806.42,404.06,1298.24,11,37,61,3
224,228,BRONX HAVEN HIGH SCHOOL,91,0.24299065420560748,9,11,0.2727272727272727,0.7272727272727273,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33741.83,10584.09,1592.36,6101.04,25.47,2802.73,1404.32,1356.68,679.77,1475.61,6,40,50,10
225,229,BRONX HAVEN HIGH SCHOOL,91,0.24299065420560748,10,23,0.6521739130434783,0.34782608695652173,0.0,0.30434782608695654,0.6956521739130435,0.0,0.0,0.0,0.0,0.5217391304347826,0.9130434782608695,0.0,33741.83,10584.09,1592.36,6101.04,25.47,2802.73,1404.32,1356.68,679.77,1475.61,6,40,50,10
226,230,BRONX HAVEN HIGH SCHOOL,91,0.24299065420560748,11,13,0.6153846153846154,0.38461538461538464,0.0,0.3076923076923077,0.6923076923076923,0.0,0.0,0.0,0.0,0.46153846153846156,0.9230769230769231,0.0,33741.83,10584.09,1592.36,6101.04,25.47,2802.73,1404.32,1356.68,679.77,1475.61,6,40,50,10
227,231,BRONX HAVEN HIGH SCHOOL,91,0.24299065420560748,12,44,0.5909090909090909,0.4090909090909091,0.045454545454545456,0.25,0.6818181818181818,0.0,0.0,0.022727272727272728,0.0,0.4090909090909091,0.9545454545454546,0.0,33741.83,10584.09,1592.36,6101.04,25.47,2802.73,1404.32,1356.68,679.77,1475.61,6,40,50,10
228,232,BRONX HEALTH SCIENCES HIGH SCHOOL,379,0.9864559819413092,9,140,0.45,0.55,0.07142857142857142,0.4785714285714286,0.34285714285714286,0.02857142857142857,0.03571428571428571,0.04285714285714286,0.1,0.22142857142857142,0.9,0.15,20113.74,5050.83,695.45,2879.19,0.0,1105.67,554.0,732.5,367.02,1009.34,18,27,64,9
229,233,BRONX HEALTH SCIENCES HIGH SCHOOL,379,0.9864559819413092,10,118,0.4152542372881356,0.5847457627118644,0.059322033898305086,0.4915254237288136,0.3983050847457627,0.00847457627118644,0.00847457627118644,0.03389830508474576,0.09322033898305085,0.22033898305084745,0.8813559322033898,0.1016949152542373,20113.74,5050.83,695.45,2879.19,0.0,1105.67,554.0,732.5,367.02,1009.34,18,27,64,9
230,234,BRONX HEALTH SCIENCES HIGH SCHOOL,379,0.9864559819413092,11,59,0.4406779661016949,0.559322033898305,0.1864406779661017,0.4915254237288136,0.2542372881355932,0.01694915254237288,0.0,0.05084745762711865,0.0,0.11864406779661017,0.7796610169491526,0.15254237288135594,20113.74,5050.83,695.45,2879.19,0.0,1105.67,554.0,732.5,367.02,1009.34,18,27,64,9
231,235,BRONX HEALTH SCIENCES HIGH SCHOOL,379,0.9864559819413092,12,62,0.3064516129032258,0.6935483870967742,0.016129032258064516,0.6451612903225806,0.27419354838709675,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.8064516129032258,0.0,20113.74,5050.83,695.45,2879.19,0.0,1105.67,554.0,732.5,367.02,1009.34,18,27,64,9
232,236,BRONX HIGH SCH-WRITING & COMM ARTS,228,0.6779089376053963,9,68,0.4117647058823529,0.5882352941176471,0.014705882352941176,0.47058823529411764,0.4117647058823529,0.029411764705882353,0.058823529411764705,0.014705882352941176,0.20588235294117646,0.25,0.8529411764705882,0.10294117647058823,28661.63,7602.08,2201.74,4912.23,125.97,1922.08,963.06,1226.3,614.44,1373.97,13,33,54,13
233,237,BRONX HIGH SCH-WRITING & COMM ARTS,228,0.6779089376053963,10,41,0.36585365853658536,0.6341463414634146,0.0,0.4146341463414634,0.5121951219512195,0.07317073170731707,0.0,0.0,0.14634146341463414,0.24390243902439024,0.9024390243902439,0.0,28661.63,7602.08,2201.74,4912.23,125.97,1922.08,963.06,1226.3,614.44,1373.97,13,33,54,13
234,238,BRONX HIGH SCH-WRITING & COMM ARTS,228,0.6779089376053963,11,57,0.43859649122807015,0.5614035087719298,0.03508771929824561,0.3333333333333333,0.5789473684210527,0.03508771929824561,0.017543859649122806,0.0,0.15789473684210525,0.24561403508771928,0.7894736842105263,0.08771929824561403,28661.63,7602.08,2201.74,4912.23,125.97,1922.08,963.06,1226.3,614.44,1373.97,13,33,54,13
235,239,BRONX HIGH SCH-WRITING & COMM ARTS,228,0.6779089376053963,12,62,0.5161290322580645,0.4838709677419355,0.08064516129032258,0.532258064516129,0.3870967741935484,0.0,0.0,0.0,0.12903225806451613,0.24193548387096775,0.8548387096774194,0.0967741935483871,28661.63,7602.08,2201.74,4912.23,125.97,1922.08,963.06,1226.3,614.44,1373.97,13,33,54,13
236,240,BRONX HIGH SCHOOL OF BUSINESS,347,0.8055555555555556,9,159,0.6289308176100629,0.3710691823899371,0.018867924528301886,0.31446540880503143,0.6352201257861635,0.025157232704402517,0.0,0.006289308176100629,0.27672955974842767,0.3522012578616352,0.9685534591194969,0.10062893081761007,31945.27,8903.14,1975.95,5451.0,71.43,1447.36,725.2,2013.84,1009.04,2628.56,11,58,36,6
237,241,BRONX HIGH SCHOOL OF BUSINESS,347,0.8055555555555556,10,78,0.6025641025641025,0.3974358974358974,0.02564102564102564,0.24358974358974358,0.7307692307692307,0.0,0.0,0.0,0.34615384615384615,0.23076923076923078,0.8717948717948718,0.19230769230769232,31945.27,8903.14,1975.95,5451.0,71.43,1447.36,725.2,2013.84,1009.04,2628.56,11,58,36,6
238,242,BRONX HIGH SCHOOL OF BUSINESS,347,0.8055555555555556,11,66,0.45454545454545453,0.5454545454545454,0.015151515151515152,0.15151515151515152,0.8333333333333334,0.0,0.0,0.0,0.5,0.10606060606060606,0.8939393939393939,0.3181818181818182,31945.27,8903.14,1975.95,5451.0,71.43,1447.36,725.2,2013.84,1009.04,2628.56,11,58,36,6
239,243,BRONX HIGH SCHOOL OF BUSINESS,347,0.8055555555555556,12,44,0.5454545454545454,0.45454545454545453,0.0,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.3181818181818182,0.20454545454545456,0.9318181818181818,0.1590909090909091,31945.27,8903.14,1975.95,5451.0,71.43,1447.36,725.2,2013.84,1009.04,2628.56,11,58,36,6
240,244,BRONX HIGH SCHOOL OF SCIENCE,2985,0.9904371584699454,9,783,0.5287356321839081,0.47126436781609193,0.5964240102171137,0.04342273307790549,0.09067688378033206,0.22988505747126436,0.033205619412515965,0.006385696040868455,0.0,0.02554278416347382,0.5363984674329502,0.02681992337164751,17123.51,4394.47,579.35,2492.15,0.0,473.8,237.4,551.0,276.08,399.51,22,21,70,9
241,245,BRONX HIGH SCHOOL OF SCIENCE,2985,0.9904371584699454,10,732,0.5259562841530054,0.47404371584699456,0.6325136612021858,0.0546448087431694,0.09699453551912568,0.1830601092896175,0.01639344262295082,0.01639344262295082,0.0,0.020491803278688523,0.4972677595628415,0.015027322404371584,17123.51,4394.47,579.35,2492.15,0.0,473.8,237.4,551.0,276.08,399.51,22,21,70,9
242,246,BRONX HIGH SCHOOL OF SCIENCE,2985,0.9904371584699454,11,739,0.5629228687415426,0.4370771312584574,0.638700947225981,0.02435723951285521,0.06359945872801083,0.2368064952638701,0.028416779431664412,0.008119079837618403,0.0,0.017591339648173207,0.4871447902571042,0.008119079837618403,17123.51,4394.47,579.35,2492.15,0.0,473.8,237.4,551.0,276.08,399.51,22,21,70,9
243,247,BRONX HIGH SCHOOL OF SCIENCE,2985,0.9904371584699454,12,731,0.5813953488372093,0.4186046511627907,0.6347469220246238,0.024623803009575923,0.07797537619699042,0.2079343365253078,0.04240766073871409,0.012311901504787962,0.0,0.013679890560875513,0.4473324213406293,0.0,17123.51,4394.47,579.35,2492.15,0.0,473.8,237.4,551.0,276.08,399.51,22,21,70,9
244,248,BRONX HIGH SCHOOL-LAW & COMM SVC,392,0.9680589680589681,9,116,0.4396551724137931,0.5603448275862069,0.008620689655172414,0.27586206896551724,0.6551724137931034,0.04310344827586207,0.017241379310344827,0.0,0.1724137931034483,0.29310344827586204,0.9310344827586207,0.11206896551724138,25565.82,7490.82,1602.26,4556.12,83.67,1174.37,588.42,1112.26,557.3,680.83,13,35,59,5
245,249,BRONX HIGH SCHOOL-LAW & COMM SVC,392,0.9680589680589681,10,103,0.46601941747572817,0.5339805825242718,0.02912621359223301,0.20388349514563106,0.6990291262135923,0.038834951456310676,0.0,0.02912621359223301,0.1941747572815534,0.2524271844660194,0.9514563106796117,0.20388349514563106,25565.82,7490.82,1602.26,4556.12,83.67,1174.37,588.42,1112.26,557.3,680.83,13,35,59,5
246,250,BRONX HIGH SCHOOL-LAW & COMM SVC,392,0.9680589680589681,11,86,0.5116279069767442,0.4883720930232558,0.011627906976744186,0.23255813953488372,0.7558139534883721,0.0,0.0,0.0,0.1744186046511628,0.29069767441860467,0.8837209302325582,0.16279069767441862,25565.82,7490.82,1602.26,4556.12,83.67,1174.37,588.42,1112.26,557.3,680.83,13,35,59,5
247,251,BRONX HIGH SCHOOL-LAW & COMM SVC,392,0.9680589680589681,12,87,0.40229885057471265,0.5977011494252874,0.011494252873563218,0.2988505747126437,0.6551724137931034,0.011494252873563218,0.0,0.022988505747126436,0.13793103448275862,0.25287356321839083,0.896551724137931,0.0,25565.82,7490.82,1602.26,4556.12,83.67,1174.37,588.42,1112.26,557.3,680.83,13,35,59,5
248,252,BRONX HIGH SCHOOL-VISUAL ARTS,441,0.7806215722120659,9,108,0.4537037037037037,0.5462962962962963,0.046296296296296294,0.25,0.5740740740740741,0.1111111111111111,0.018518518518518517,0.0,0.10185185185185185,0.3148148148148148,0.9537037037037037,0.1111111111111111,24491.75,6529.09,1713.06,4129.75,70.57,1128.82,565.6,879.43,440.64,1315.02,12,33,57,10
249,253,BRONX HIGH SCHOOL-VISUAL ARTS,441,0.7806215722120659,10,116,0.46551724137931033,0.5344827586206896,0.02586206896551724,0.20689655172413793,0.603448275862069,0.14655172413793102,0.008620689655172414,0.008620689655172414,0.1206896551724138,0.13793103448275862,0.9051724137931034,0.1206896551724138,24491.75,6529.09,1713.06,4129.75,70.57,1128.82,565.6,879.43,440.64,1315.02,12,33,57,10
250,254,BRONX HIGH SCHOOL-VISUAL ARTS,441,0.7806215722120659,11,102,0.5392156862745098,0.46078431372549017,0.0392156862745098,0.17647058823529413,0.6764705882352942,0.10784313725490197,0.0,0.0,0.0784313725490196,0.30392156862745096,0.8235294117647058,0.11764705882352941,24491.75,6529.09,1713.06,4129.75,70.57,1128.82,565.6,879.43,440.64,1315.02,12,33,57,10
